Title,Company,Link,Reward
Next.js 프론트엔드 개발자,액트노바,https://www.wanted.co.kr//wd/246909,합격보상금 100만원
웹 프론트엔드 엔지니어 (React/Next.js),쿠파,https://www.wanted.co.kr//wd/245902,합격보상금 100만원
Next.js 프론트 리드개발자,후플렉스,https://www.wanted.co.kr//wd/242187,합격보상금 100만원
"Back-end 개발자 (Node.js, React, Express, Next.js), 병특",딥브레인에이아이,https://www.wanted.co.kr//wd/107946,합격보상금 100만원
Next.js 프론트엔드 개발자,액트노바,https://www.wanted.co.kr//wd/246909,합격보상금 100만원
웹 프론트엔드 엔지니어 (React/Next.js),쿠파,https://www.wanted.co.kr//wd/245902,합격보상금 100만원
Next.js 프론트 리드개발자,후플렉스,https://www.wanted.co.kr//wd/242187,합격보상금 100만원
"Back-end 개발자 (Node.js, React, Express, Next.js), 병특",딥브레인에이아이,https://www.wanted.co.kr//wd/107946,합격보상금 100만원
